,id,rank,country_full,confederation,rank_date
52455,43900,199,Cayman Islands,CONCACAF,2016-05-05
52456,43979,198,Papua New Guinea,OFC,2016-05-05
52457,20011,197,Turks and Caicos Islands,CONCACAF,2016-05-05
52458,43981,196,Tahiti,OFC,2016-05-05
52459,43810,195,Brunei Darussalam,AFC,2016-05-05
52460,43826,194,Macau,AFC,2016-05-05
52461,1881967,193,US Virgin Islands,CONCACAF,2016-05-05
52462,43980,192,Solomon Islands,OFC,2016-05-05
52463,20010,191,New Caledonia,OFC,2016-05-05
52464,43832,190,Pakistan,AFC,2016-05-05
52465,43919,188,Suriname,CONCACAF,2016-05-05
52466,20009,188,Montserrat,CONCACAF,2016-05-05
52467,43837,187,Sri Lanka,AFC,2016-05-05
52468,43828,160,Maldives,AFC,2016-05-05
52469,1896913,159,Comoros,CAF,2016-05-05
52470,44039,204,Tonga,OFC,2016-05-05
52471,43905,157,Grenada,CONCACAF,2016-05-05
52472,43886,129,Tanzania,CAF,2016-05-05
52473,43884,128,Sudan,CAF,2016-05-05
52474,44004,127,Turkmenistan,AFC,2016-05-05
52475,43892,126,Zimbabwe,CAF,2016-05-05
52476,43902,125,Cuba,CONCACAF,2016-05-05
52477,43857,123,Ethiopia,CAF,2016-05-05
52478,43947,123,Georgia,UEFA,2016-05-05
52479,43848,122,Burundi,CAF,2016-05-05
52480,43844,121,Angola,CAF,2016-05-05
52481,43825,158,Lebanon,AFC,2016-05-05
52482,43839,119,Thailand,AFC,2016-05-05
52483,43881,118,Sierra Leone,CAF,2016-05-05
52484,44027,117,Kazakhstan,UEFA,2016-05-05
52485,43863,116,Kenya,CAF,2016-05-05
52486,43833,115,Philippines,AFC,2016-05-05
52487,44011,114,Belize,CONCACAF,2016-05-05
52488,43866,112,Libya,CAF,2016-05-05
52489,43821,112,Korea DPR,AFC,2016-05-05
52490,43933,110,Armenia,UEFA,2016-05-05
52491,43838,110,Syria,AFC,2016-05-05
52492,43870,109,Mauritania,CAF,2016-05-05
52493,43865,108,Liberia,CAF,2016-05-05
52494,43955,107,Latvia,UEFA,2016-05-05
52495,43989,130,Palestine,AFC,2016-05-05
52496,43808,130,Bahrain,AFC,2016-05-05
52497,43875,120,Niger,CAF,2016-05-05
52498,43994,133,Azerbaijan,UEFA,2016-05-05
52499,44036,156,Moldova,UEFA,2016-05-05
52500,43907,132,Guyana,CONCACAF,2016-05-05
52501,1935341,155,South Sudan,CAF,2016-05-05
52502,43871,154,Mauritius,CAF,2016-05-05
52503,43915,152,Puerto Rico,CONCACAF,2016-05-05
52504,1930407,152,Curaçao,CONCACAF,2016-05-05
52505,43903,151,Dominican Republic,CONCACAF,2016-05-05
52506,43864,148,Lesotho,CAF,2016-05-05
52507,43836,148,Singapore,AFC,2016-05-05
52508,20000,147,Afghanistan,AFC,2016-05-05
52509,43958,146,Luxembourg,UEFA,2016-05-05
52510,43878,150,São Tomé and Príncipe,CAF,2016-05-05
52511,43896,144,Barbados,CONCACAF,2016-05-05
52512,43885,133,Swaziland,CAF,2016-05-05
52513,43841,145,Vietnam,AFC,2016-05-05
52514,43894,136,Aruba,CONCACAF,2016-05-05
52515,43867,137,Madagascar,CAF,2016-05-05
52516,43957,138,Lithuania,UEFA,2016-05-05
52517,43874,135,Namibia,CAF,2016-05-05
52518,43823,140,Kuwait,AFC,2016-05-05
52519,44000,141,North Macedonia,UEFA,2016-05-05
52520,43918,141,St. Vincent / Grenadines,CONCACAF,2016-05-05
52521,43814,143,Hong Kong,AFC,2016-05-05
52522,43917,139,St. Lucia,CONCACAF,2016-05-05
52523,43823,141,Kuwait,AFC,2016-06-02
52524,43841,133,Vietnam,AFC,2016-06-02
52525,44004,134,Turkmenistan,AFC,2016-06-02
52526,43874,135,Namibia,CAF,2016-06-02
52527,43886,136,Tanzania,CAF,2016-06-02
52528,43947,137,Georgia,UEFA,2016-06-02
52529,43994,138,Azerbaijan,UEFA,2016-06-02
52530,44000,139,North Macedonia,UEFA,2016-06-02
52531,43896,140,Barbados,CONCACAF,2016-06-02
52532,43871,142,Mauritius,CAF,2016-06-02
52533,1930407,154,Curaçao,CONCACAF,2016-06-02
52534,43894,143,Aruba,CONCACAF,2016-06-02
52535,43917,145,St. Lucia,CONCACAF,2016-06-02
52536,43958,146,Luxembourg,UEFA,2016-06-02
52537,43978,147,New Zealand,OFC,2016-06-02
52538,43918,148,St. Vincent / Grenadines,CONCACAF,2016-06-02
52539,43836,149,Singapore,AFC,2016-06-02
52540,43905,150,Grenada,CONCACAF,2016-06-02
52541,43825,151,Lebanon,AFC,2016-06-02
52542,43878,152,São Tomé and Príncipe,CAF,2016-06-02
52543,43903,153,Dominican Republic,CONCACAF,2016-06-02
52544,43814,143,Hong Kong,AFC,2016-06-02
52545,43848,132,Burundi,CAF,2016-06-02
52546,43868,107,Malawi,CAF,2016-06-02
52547,43907,130,Guyana,CONCACAF,2016-06-02
52548,43864,155,Lesotho,CAF,2016-06-02
52549,43881,108,Sierra Leone,CAF,2016-06-02
52550,43867,108,Madagascar,CAF,2016-06-02
52551,43933,110,Armenia,UEFA,2016-06-02
52552,43999,111,Kyrgyz Republic,AFC,2016-06-02
52553,44027,112,Kazakhstan,UEFA,2016-06-02
52554,43989,113,Palestine,AFC,2016-06-02
52555,44011,114,Belize,CONCACAF,2016-06-02
52556,43862,115,Guinea-Bissau,CAF,2016-06-02
52557,43892,115,Zimbabwe,CAF,2016-06-02
52558,43875,117,Niger,CAF,2016-06-02
52559,43839,117,Thailand,AFC,2016-06-02
52560,43885,117,Swaziland,CAF,2016-06-02
52561,43833,120,Philippines,AFC,2016-06-02
52562,43870,121,Mauritania,CAF,2016-06-02
52563,43866,122,Libya,CAF,2016-06-02
52564,43844,123,Angola,CAF,2016-06-02
52565,43865,123,Liberia,CAF,2016-06-02
52566,43857,125,Ethiopia,CAF,2016-06-02
52567,43902,126,Cuba,CONCACAF,2016-06-02
52568,43957,127,Lithuania,UEFA,2016-06-02
52569,43884,128,Sudan,CAF,2016-06-02
52570,43863,129,Kenya,CAF,2016-06-02
52571,43808,130,Bahrain,AFC,2016-06-02
52572,20000,156,Afghanistan,AFC,2016-06-02
52573,43830,182,Nepal,AFC,2016-06-02
52574,43915,158,Puerto Rico,CONCACAF,2016-06-02
52575,43816,187,Indonesia,AFC,2016-06-02
52576,20003,188,Bhutan,AFC,2016-06-02
52577,43837,189,Sri Lanka,AFC,2016-06-02
52578,43919,190,Suriname,CONCACAF,2016-06-02
52579,43813,191,Chinese Taipei,AFC,2016-06-02
52580,43832,192,Pakistan,AFC,2016-06-02
52581,43979,193,Papua New Guinea,OFC,2016-06-02
52582,1881967,194,US Virgin Islands,CONCACAF,2016-06-02
52583,20009,194,Montserrat,CONCACAF,2016-06-02
52584,43826,196,Macau,AFC,2016-06-02
52585,43977,186,Fiji,OFC,2016-06-02
52586,43810,197,Brunei Darussalam,AFC,2016-06-02
52587,43900,199,Cayman Islands,CONCACAF,2016-06-02
52588,43966,200,San Marino,UEFA,2016-06-02
52589,20004,201,British Virgin Islands,CONCACAF,2016-06-02
52590,20001,202,Andorra,UEFA,2016-06-02
52591,20008,203,Mongolia,AFC,2016-06-02
52592,20002,204,Anguilla,CONCACAF,2016-06-02
52593,43895,204,Bahamas,CONCACAF,2016-06-02
52594,43996,204,Djibouti,CAF,2016-06-02
52595,20006,204,Eritrea,CAF,2016-06-02
52596,43852,106,Chad,CAF,2016-06-02
52597,20011,198,Turks and Caicos Islands,CONCACAF,2016-06-02
52598,43982,185,Vanuatu,OFC,2016-06-02
52599,44009,184,Cambodia,AFC,2016-06-02
52600,20010,183,New Caledonia,OFC,2016-06-02
52601,44036,159,Moldova,UEFA,2016-06-02
52602,20007,160,Guam,AFC,2016-06-02
52603,43829,161,Myanmar,AFC,2016-06-02
52604,1896913,162,Comoros,CAF,2016-06-02
52605,43815,163,India,AFC,2016-06-02
52606,44003,164,Tajikistan,AFC,2016-06-02
52607,43859,165,Gambia,CAF,2016-06-02
52608,43959,166,Malta,UEFA,2016-06-02
52609,43898,167,Bermuda,CONCACAF,2016-06-02
52610,43956,168,Liechtenstein,UEFA,2016-06-02
52611,20012,168,American Samoa,OFC,2016-06-02
52612,44007,168,Cook Islands,OFC,2016-06-02
52613,1882637,168,Samoa,OFC,2016-06-02
52614,43997,172,Dominica,CONCACAF,2016-06-02
52615,43827,173,Malaysia,AFC,2016-06-02
52616,43824,174,Laos,AFC,2016-06-02
52617,43828,174,Maldives,AFC,2016-06-02
52618,43980,176,Solomon Islands,OFC,2016-06-02
52619,1890334,177,Timor-Leste,AFC,2016-06-02
52620,43842,178,Yemen,AFC,2016-06-02
52621,43981,179,Tahiti,OFC,2016-06-02
52622,43880,180,Seychelles,CAF,2016-06-02
52623,43809,181,Bangladesh,AFC,2016-06-02
52624,1935341,157,South Sudan,CAF,2016-06-02
52625,43913,105,Nicaragua,CONCACAF,2016-06-02
52626,20014,52,Congo DR,CAF,2016-06-02
52627,43877,103,Rwanda,CAF,2016-06-02
52628,43962,27,Poland,UEFA,2016-06-02
52629,43965,29,Russia,UEFA,2016-06-02
52630,43995,30,Czech Republic,UEFA,2016-06-02
52631,43921,31,USA,CONCACAF,2016-06-02
52632,43843,32,Algeria,CAF,2016-06-02
52633,43953,33,Republic of Ireland,UEFA,2016-06-02
52634,43951,34,Iceland,UEFA,2016-06-02
52635,43970,35,Sweden,UEFA,2016-06-02
52636,43854,36,Côte d'Ivoire,CAF,2016-06-02
52637,43860,37,Ghana,CAF,2016-06-02
52638,43938,27,Croatia,UEFA,2016-06-02
52639,43941,38,Denmark,UEFA,2016-06-02
52640,43949,40,Greece,UEFA,2016-06-02
52641,43879,41,Senegal,CAF,2016-06-02
52642,43932,42,Albania,UEFA,2016-06-02
52643,43967,43,Scotland,UEFA,2016-06-02
52644,43928,44,Paraguay,CONMEBOL,2016-06-02
52645,43855,45,Egypt,CAF,2016-06-02
52646,43910,46,Jamaica,CONCACAF,2016-06-02
52647,43888,47,Tunisia,CAF,2016-06-02
52648,43929,48,Peru,CONMEBOL,2016-06-02
52649,43850,49,Cabo Verde,CAF,2016-06-02
52650,43817,39,IR Iran,AFC,2016-06-02
52651,43974,26,Wales,UEFA,2016-06-02
52652,43952,25,Northern Ireland,UEFA,2016-06-02
52653,44002,24,Slovakia,UEFA,2016-06-02
52654,43922,1,Argentina,CONMEBOL,2016-06-02
52655,43935,2,Belgium,UEFA,2016-06-02
52656,43926,3,Colombia,CONMEBOL,2016-06-02
52657,43948,4,Germany,UEFA,2016-06-02
52658,43925,5,Chile,CONMEBOL,2016-06-02
52659,43969,6,Spain,UEFA,2016-06-02
52660,43924,7,Brazil,CONMEBOL,2016-06-02
52661,43963,8,Portugal,UEFA,2016-06-02
52662,43930,9,Uruguay,CONMEBOL,2016-06-02
52663,43934,10,Austria,UEFA,2016-06-02
52664,43942,11,England,UEFA,2016-06-02
52665,43954,12,Italy,UEFA,2016-06-02
52666,43927,13,Ecuador,CONMEBOL,2016-06-02
52667,43960,14,Netherlands,UEFA,2016-06-02
52668,43971,15,Switzerland,UEFA,2016-06-02
52669,43911,16,Mexico,CONCACAF,2016-06-02
52670,43946,17,France,UEFA,2016-06-02
52671,43972,18,Turkey,UEFA,2016-06-02
52672,43973,19,Ukraine,UEFA,2016-06-02
52673,43950,20,Hungary,UEFA,2016-06-02
52674,44037,20,Bosnia and Herzegovina,UEFA,2016-06-02
52675,43964,22,Romania,UEFA,2016-06-02
52676,43901,23,Costa Rica,CONCACAF,2016-06-02
52677,43822,50,Korea Republic,AFC,2016-06-02
52678,43955,104,Latvia,UEFA,2016-06-02
52679,43961,51,Norway,UEFA,2016-06-02
52680,43819,53,Japan,AFC,2016-06-02
52681,43812,81,China PR,AFC,2016-06-02
52682,43923,82,Bolivia,CONMEBOL,2016-06-02
52683,1882218,83,Antigua and Barbuda,CONCACAF,2016-06-02
52684,43939,84,Cyprus,UEFA,2016-06-02
52685,43834,84,Qatar,AFC,2016-06-02
52686,43909,86,Honduras,CONCACAF,2016-06-02
52687,43846,87,Botswana,CAF,2016-06-02
52688,43858,88,Gabon,CAF,2016-06-02
52689,43944,89,Faroe Islands,UEFA,2016-06-02
52690,999,90,Montenegro,UEFA,2016-06-02
52691,43820,80,Jordan,AFC,2016-06-02
52692,43906,91,Guatemala,CONCACAF,2016-06-02
52693,43899,93,Canada,CONCACAF,2016-06-02
52694,43943,94,Estonia,UEFA,2016-06-02
52695,43887,95,Togo,CAF,2016-06-02
52696,43851,96,Central African Republic,CAF,2016-06-02
52697,43873,97,Mozambique,CAF,2016-06-02
52698,43821,98,Korea DPR,AFC,2016-06-02
52699,43904,99,El Salvador,CONCACAF,2016-06-02
52700,43831,100,Oman,AFC,2016-06-02
52701,43838,101,Syria,AFC,2016-06-02
52702,43818,102,Iraq,AFC,2016-06-02
52703,43916,92,St. Kitts and Nevis,CONCACAF,2016-06-02
52704,43891,79,Zambia,CAF,2016-06-02
52705,43937,78,Belarus,UEFA,2016-06-02
52706,43931,77,Venezuela,CONMEBOL,2016-06-02
52707,1902465,54,Serbia,UEFA,2016-06-02
52708,43861,55,Guinea,CAF,2016-06-02
52709,43914,56,Panama,CONCACAF,2016-06-02
52710,43968,57,Slovenia,UEFA,2016-06-02
52711,43849,58,Cameroon,CAF,2016-06-02
52712,43976,59,Australia,AFC,2016-06-02
52713,43853,60,Congo,CAF,2016-06-02
52714,43876,61,Nigeria,CAF,2016-06-02
52715,43872,62,Morocco,CAF,2016-06-02
52716,43869,63,Mali,CAF,2016-06-02
52717,43920,64,Trinidad and Tobago,CONCACAF,2016-06-02
52718,43835,65,Saudi Arabia,AFC,2016-06-02
52719,44005,66,Uzbekistan,AFC,2016-06-02
52720,43945,67,Finland,UEFA,2016-06-02
52721,43883,68,South Africa,CAF,2016-06-02
52722,43936,69,Bulgaria,UEFA,2016-06-02
52723,43840,70,United Arab Emirates,AFC,2016-06-02
52724,43984,71,Israel,UEFA,2016-06-02
52725,43889,72,Uganda,CAF,2016-06-02
52726,43847,73,Burkina Faso,CAF,2016-06-02
52727,43908,74,Haiti,CONCACAF,2016-06-02
52728,43845,75,Benin,CAF,2016-06-02
52729,43856,76,Equatorial Guinea,CAF,2016-06-02
52730,43882,204,Somalia,CAF,2016-06-02
52731,44039,204,Tonga,OFC,2016-06-02
52732,43922,1,Argentina,CONMEBOL,2016-07-14
52733,43935,2,Belgium,UEFA,2016-07-14
52734,43833,135,Philippines,AFC,2016-07-14
52735,43944,136,Faroe Islands,UEFA,2016-07-14
52736,43994,137,Azerbaijan,UEFA,2016-07-14
52737,43844,137,Angola,CAF,2016-07-14
52738,43903,139,Dominican Republic,CONCACAF,2016-07-14
52739,44000,139,North Macedonia,UEFA,2016-07-14
52740,43841,139,Vietnam,AFC,2016-07-14
52741,43884,142,Sudan,CAF,2016-07-14
52742,43871,142,Mauritius,CAF,2016-07-14
52743,43823,144,Kuwait,AFC,2016-07-14
52744,1930407,134,Curaçao,CONCACAF,2016-07-14
52745,44003,145,Tajikistan,AFC,2016-07-14
52746,43894,147,Aruba,CONCACAF,2016-07-14
52747,43814,148,Hong Kong,AFC,2016-07-14
52748,43825,149,Lebanon,AFC,2016-07-14
52749,20000,150,Afghanistan,AFC,2016-07-14
52750,43864,151,Lesotho,CAF,2016-07-14
52751,43815,152,India,AFC,2016-07-14
52752,1935341,153,South Sudan,CAF,2016-07-14
52753,43878,153,São Tomé and Príncipe,CAF,2016-07-14
52754,1896913,155,Comoros,CAF,2016-07-14
52755,43896,156,Barbados,CONCACAF,2016-07-14
52756,43958,146,Luxembourg,UEFA,2016-07-14
52757,43918,156,St. Vincent / Grenadines,CONCACAF,2016-07-14
52758,43868,133,Malawi,CAF,2016-07-14
52759,43867,131,Madagascar,CAF,2016-07-14
52760,43923,109,Bolivia,CONMEBOL,2016-07-14
52761,43955,109,Latvia,UEFA,2016-07-14
52762,43877,111,Rwanda,CAF,2016-07-14
52763,43892,112,Zimbabwe,CAF,2016-07-14
52764,43915,112,Puerto Rico,CONCACAF,2016-07-14
52765,43852,114,Chad,CAF,2016-07-14
52766,43989,114,Palestine,AFC,2016-07-14
52767,43943,116,Estonia,UEFA,2016-07-14
52768,43821,117,Korea DPR,AFC,2016-07-14
52769,43947,118,Georgia,UEFA,2016-07-14
52770,43857,132,Ethiopia,CAF,2016-07-14
52771,43870,119,Mauritania,CAF,2016-07-14
52772,43902,121,Cuba,CONCACAF,2016-07-14
52773,43839,121,Thailand,AFC,2016-07-14
52774,43886,123,Tanzania,CAF,2016-07-14
52775,43874,124,Namibia,CAF,2016-07-14
52776,43904,125,El Salvador,CONCACAF,2016-07-14
52777,43848,125,Burundi,CAF,2016-07-14
52778,43957,127,Lithuania,UEFA,2016-07-14
52779,43808,128,Bahrain,AFC,2016-07-14
52780,43907,129,Guyana,CONCACAF,2016-07-14
52781,43875,130,Niger,CAF,2016-07-14
52782,44004,120,Turkmenistan,AFC,2016-07-14
52783,43905,159,Grenada,CONCACAF,2016-07-14
52784,43829,160,Myanmar,AFC,2016-07-14
52785,20010,161,New Caledonia,OFC,2016-07-14
52786,43830,188,Nepal,AFC,2016-07-14
52787,1942535,190,Kosovo,UEFA,2016-07-14
52788,43816,191,Indonesia,AFC,2016-07-14
52789,20003,192,Bhutan,AFC,2016-07-14
52790,43837,193,Sri Lanka,AFC,2016-07-14
52791,43832,194,Pakistan,AFC,2016-07-14
52792,43826,195,Macau,AFC,2016-07-14
52793,1881967,196,US Virgin Islands,CONCACAF,2016-07-14
52794,20009,196,Montserrat,CONCACAF,2016-07-14
52795,43810,198,Brunei Darussalam,AFC,2016-07-14
52796,43898,188,Bermuda,CONCACAF,2016-07-14
52797,43900,199,Cayman Islands,CONCACAF,2016-07-14
52798,20011,200,Turks and Caicos Islands,CONCACAF,2016-07-14
52799,20008,202,Mongolia,AFC,2016-07-14
52800,20001,203,Andorra,UEFA,2016-07-14
52801,20004,204,British Virgin Islands,CONCACAF,2016-07-14
52802,20002,205,Anguilla,CONCACAF,2016-07-14
52803,43895,205,Bahamas,CONCACAF,2016-07-14
52804,43996,205,Djibouti,CAF,2016-07-14
52805,20006,205,Eritrea,CAF,2016-07-14
52806,43882,205,Somalia,CAF,2016-07-14
52807,44039,205,Tonga,OFC,2016-07-14
52808,43966,200,San Marino,UEFA,2016-07-14
52809,43977,187,Fiji,OFC,2016-07-14
52810,43880,185,Seychelles,CAF,2016-07-14
52811,1890334,185,Timor-Leste,AFC,2016-07-14
52812,43842,162,Yemen,AFC,2016-07-14
52813,43859,163,Gambia,CAF,2016-07-14
52814,43979,164,Papua New Guinea,OFC,2016-07-14
52815,44011,164,Belize,CONCACAF,2016-07-14
52816,44036,166,Moldova,UEFA,2016-07-14
52817,43827,167,Malaysia,AFC,2016-07-14
52818,20012,168,American Samoa,OFC,2016-07-14
52819,44007,168,Cook Islands,OFC,2016-07-14
52820,43919,170,Suriname,CONCACAF,2016-07-14
52821,43917,171,St. Lucia,CONCACAF,2016-07-14
52822,20007,172,Guam,AFC,2016-07-14
52823,43997,173,Dominica,CONCACAF,2016-07-14
52824,43828,174,Maldives,AFC,2016-07-14
52825,43981,175,Tahiti,OFC,2016-07-14
52826,43959,176,Malta,UEFA,2016-07-14
52827,43824,177,Laos,AFC,2016-07-14
52828,1882637,178,Samoa,OFC,2016-07-14
52829,43982,179,Vanuatu,OFC,2016-07-14
52830,44009,180,Cambodia,AFC,2016-07-14
52831,43980,181,Solomon Islands,OFC,2016-07-14
52832,43956,182,Liechtenstein,UEFA,2016-07-14
52833,43813,183,Chinese Taipei,AFC,2016-07-14
52834,43809,183,Bangladesh,AFC,2016-07-14
52835,43887,108,Togo,CAF,2016-07-14
52836,43831,106,Oman,AFC,2016-07-14
52837,43836,158,Singapore,AFC,2016-07-14
52838,43999,104,Kyrgyz Republic,AFC,2016-07-14
52839,43973,30,Ukraine,UEFA,2016-07-14
52840,43953,31,Republic of Ireland,UEFA,2016-07-14
52841,43843,32,Algeria,CAF,2016-07-14
52842,43995,33,Czech Republic,UEFA,2016-07-14
52843,43929,34,Peru,CONMEBOL,2016-07-14
52844,43854,35,Côte d'Ivoire,CAF,2016-07-14
52845,43860,36,Ghana,CAF,2016-07-14
52846,43932,37,Albania,UEFA,2016-07-14
52847,43965,38,Russia,UEFA,2016-07-14
52848,43817,39,IR Iran,AFC,2016-07-14
52849,43952,28,Northern Ireland,UEFA,2016-07-14
52850,43970,40,Sweden,UEFA,2016-07-14
52851,43928,42,Paraguay,CONMEBOL,2016-07-14
52852,43855,43,Egypt,CAF,2016-07-14
52853,43941,44,Denmark,UEFA,2016-07-14
52854,43888,45,Tunisia,CAF,2016-07-14
52855,43931,46,Venezuela,CONMEBOL,2016-07-14
52856,1902465,47,Serbia,UEFA,2016-07-14
52857,43822,48,Korea Republic,AFC,2016-07-14
52858,43961,49,Norway,UEFA,2016-07-14
52859,43967,50,Scotland,UEFA,2016-07-14
52860,43914,51,Panama,CONCACAF,2016-07-14
52861,43879,41,Senegal,CAF,2016-07-14
52862,43901,27,Costa Rica,CONCACAF,2016-07-14
52863,43960,26,Netherlands,UEFA,2016-07-14
52864,43921,25,USA,CONCACAF,2016-07-14
52865,43926,3,Colombia,CONMEBOL,2016-07-14
52866,43913,106,Nicaragua,CONCACAF,2016-07-14
52867,43948,4,Germany,UEFA,2016-07-14
52868,43925,5,Chile,CONMEBOL,2016-07-14
52869,43963,6,Portugal,UEFA,2016-07-14
52870,43946,7,France,UEFA,2016-07-14
52871,43969,8,Spain,UEFA,2016-07-14
52872,43924,9,Brazil,CONMEBOL,2016-07-14
52873,43954,10,Italy,UEFA,2016-07-14
52874,43974,11,Wales,UEFA,2016-07-14
52875,43930,12,Uruguay,CONMEBOL,2016-07-14
52876,43942,13,England,UEFA,2016-07-14
52877,43911,14,Mexico,CONCACAF,2016-07-14
52878,43938,15,Croatia,UEFA,2016-07-14
52879,43962,16,Poland,UEFA,2016-07-14
52880,43927,17,Ecuador,CONMEBOL,2016-07-14
52881,43971,18,Switzerland,UEFA,2016-07-14
52882,43972,19,Turkey,UEFA,2016-07-14
52883,43950,19,Hungary,UEFA,2016-07-14
52884,43934,21,Austria,UEFA,2016-07-14
52885,43951,22,Iceland,UEFA,2016-07-14
52886,44002,23,Slovakia,UEFA,2016-07-14
52887,43964,24,Romania,UEFA,2016-07-14
52888,43949,52,Greece,UEFA,2016-07-14
52889,43849,53,Cameroon,CAF,2016-07-14
52890,44037,29,Bosnia and Herzegovina,UEFA,2016-07-14
52891,43885,103,Swaziland,CAF,2016-07-14
52892,43812,81,China PR,AFC,2016-07-14
52893,43909,82,Honduras,CONCACAF,2016-07-14
52894,1882218,83,Antigua and Barbuda,CONCACAF,2016-07-14
52895,43856,84,Equatorial Guinea,CAF,2016-07-14
52896,43939,85,Cyprus,UEFA,2016-07-14
52897,43851,86,Central African Republic,CAF,2016-07-14
52898,43863,86,Kenya,CAF,2016-07-14
52899,43891,88,Zambia,CAF,2016-07-14
52900,43846,89,Botswana,CAF,2016-07-14
52901,43906,90,Guatemala,CONCACAF,2016-07-14
52902,43865,92,Liberia,CAF,2016-07-14
52903,43866,93,Libya,CAF,2016-07-14
52904,43978,93,New Zealand,OFC,2016-07-14
52905,999,95,Montenegro,UEFA,2016-07-14
52906,43873,96,Mozambique,CAF,2016-07-14
52907,44027,97,Kazakhstan,UEFA,2016-07-14
52908,43858,98,Gabon,CAF,2016-07-14
52909,43818,99,Iraq,AFC,2016-07-14
52910,43899,100,Canada,CONCACAF,2016-07-14
52911,43908,100,Haiti,CONCACAF,2016-07-14
52912,43933,102,Armenia,UEFA,2016-07-14
52913,43872,54,Morocco,CAF,2016-07-14
52914,43838,104,Syria,AFC,2016-07-14
52915,43916,80,St. Kitts and Nevis,CONCACAF,2016-07-14
52916,43834,79,Qatar,AFC,2016-07-14
52917,43881,90,Sierra Leone,CAF,2016-07-14
52918,44005,56,Uzbekistan,AFC,2016-07-14
52919,43910,55,Jamaica,CONCACAF,2016-07-14
52920,43820,78,Jordan,AFC,2016-07-14
52921,43819,57,Japan,AFC,2016-07-14
52922,43920,58,Trinidad and Tobago,CONCACAF,2016-07-14
52923,43976,59,Australia,AFC,2016-07-14
52924,20014,59,Congo DR,CAF,2016-07-14
52925,43869,61,Mali,CAF,2016-07-14
52926,43850,62,Cabo Verde,CAF,2016-07-14
52927,43968,64,Slovenia,UEFA,2016-07-14
52928,43835,65,Saudi Arabia,AFC,2016-07-14
52929,43945,65,Finland,UEFA,2016-07-14
52930,43861,63,Guinea,CAF,2016-07-14
52931,43845,68,Benin,CAF,2016-07-14
52932,43936,77,Bulgaria,UEFA,2016-07-14
52933,43883,67,South Africa,CAF,2016-07-14
52934,43862,75,Guinea-Bissau,CAF,2016-07-14
52935,43840,74,United Arab Emirates,AFC,2016-07-14
52936,43847,73,Burkina Faso,CAF,2016-07-14
52937,43984,76,Israel,UEFA,2016-07-14
52938,43876,70,Nigeria,CAF,2016-07-14
52939,43853,70,Congo,CAF,2016-07-14
52940,43889,69,Uganda,CAF,2016-07-14
52941,43937,72,Belarus,UEFA,2016-07-14
52942,43876,67,Nigeria,CAF,2016-08-11
52943,43840,74,United Arab Emirates,AFC,2016-08-11
52944,43847,73,Burkina Faso,CAF,2016-08-11
52945,43845,72,Benin,CAF,2016-08-11
52946,43862,75,Guinea-Bissau,CAF,2016-08-11
52947,43910,71,Jamaica,CONCACAF,2016-08-11
52948,43937,70,Belarus,UEFA,2016-08-11
52949,43914,69,Panama,CONCACAF,2016-08-11
52950,43920,68,Trinidad and Tobago,CONCACAF,2016-08-11
52951,43861,66,Guinea,CAF,2016-08-11
52952,43849,54,Cameroon,CAF,2016-08-11
52953,43883,64,South Africa,CAF,2016-08-11
52954,43853,63,Congo,CAF,2016-08-11
52955,43945,61,Finland,UEFA,2016-08-11
52956,43835,61,Saudi Arabia,AFC,2016-08-11
52957,43869,59,Mali,CAF,2016-08-11
52958,43968,59,Slovenia,UEFA,2016-08-11
52959,43850,58,Cabo Verde,CAF,2016-08-11
52960,43976,57,Australia,AFC,2016-08-11
52961,20014,56,Congo DR,CAF,2016-08-11
52962,44005,55,Uzbekistan,AFC,2016-08-11
52963,43984,76,Israel,UEFA,2016-08-11
52964,43889,65,Uganda,CAF,2016-08-11
52965,43936,77,Bulgaria,UEFA,2016-08-11
52966,43933,102,Armenia,UEFA,2016-08-11
52967,43820,79,Jordan,AFC,2016-08-11
52968,43872,53,Morocco,CAF,2016-08-11
52969,43908,101,Haiti,CONCACAF,2016-08-11
52970,43899,100,Canada,CONCACAF,2016-08-11
52971,43821,99,Korea DPR,AFC,2016-08-11
52972,43873,98,Mozambique,CAF,2016-08-11
52973,44027,96,Kazakhstan,UEFA,2016-08-11
52974,43858,96,Gabon,CAF,2016-08-11
52975,999,95,Montenegro,UEFA,2016-08-11
52976,43978,93,New Zealand,OFC,2016-08-11
52977,43866,93,Libya,CAF,2016-08-11
52978,43865,92,Liberia,CAF,2016-08-11
52979,43891,91,Zambia,CAF,2016-08-11
52980,43846,90,Botswana,CAF,2016-08-11
52981,43863,88,Kenya,CAF,2016-08-11
52982,43881,88,Sierra Leone,CAF,2016-08-11
52983,43851,87,Central African Republic,CAF,2016-08-11
52984,43939,86,Cyprus,UEFA,2016-08-11
52985,43856,85,Equatorial Guinea,CAF,2016-08-11
52986,43909,84,Honduras,CONCACAF,2016-08-11
52987,1882218,83,Antigua and Barbuda,CONCACAF,2016-08-11
52988,43906,82,Guatemala,CONCACAF,2016-08-11
52989,43916,81,St. Kitts and Nevis,CONCACAF,2016-08-11
52990,43834,80,Qatar,AFC,2016-08-11
52991,43812,78,China PR,AFC,2016-08-11
52992,43949,52,Greece,UEFA,2016-08-11
